1571314898 1 0 0
1571431946 2 0 0
1571495038 3 0 0
1571614151 4 0 0
1571765866 5 0 0
1571865029 6 0 0
1571867918 7 0 0
1571912453 7 1 0
1571912995 7 2 0
1571936630 8 2 0
1571941856 9 2 0
1571998205 10 2 0
1572000671 11 2 0
1572004086 12 2 0
1572004165 13 2 0
1572203981 14 2 0
1572268569 14 3 0
1572268627 14 4 0
1572270942 15 4 0
1572343703 15 5 0
1572371053 16 5 0
1572428549 16 6 0
1572474941 16 7 0
1572527066 17 7 0
1572531056 18 7 0
1572531211 19 7 0
1572531506 19 8 0
1572717198 20 8 0
1572717440 21 8 0
1572717885 22 8 0
1572723400 23 8 0
1572824215 24 8 0
1572865239 24 9 0
1572874192 24 10 0
1572874232 24 11 0
1572874277 24 12 0
1572878989 25 12 0
1572889026 26 12 0
1572889055 27 12 0
1572895133 28 12 0
1572897709 29 12 0
1572897866 30 12 0
1572908567 31 12 0
1572908723 32 12 0
1572912917 32 13 0
1572958138 33 13 0
1572961080 34 13 0
1572962068 34 14 0
1572965799 34 15 0
1572965850 35 15 0
1572965885 36 15 0
1572970912 36 16 0
1572971460 36 17 0
1572972967 37 17 0
1572975061 38 17 0
1572986451 38 18 0
1572987230 38 19 0
1572992694 38 20 0
1572998861 39 20 0
1572999965 40 20 0
1573000028 41 20 0
1573000062 42 20 0
1573004336 43 20 0
1573004651 44 20 0
1573009185 45 20 0
1573012915 46 20 0
1573012959 47 20 0
1573013160 48 20 0
1573013195 49 20 0
1573038145 50 20 0
1573045273 50 21 0
1573045280 50 22 0
1573051593 51 22 0
1573051646 52 22 0
1573051760 53 22 0
1573051781 54 22 0
1573051793 54 23 0
1573051915 54 24 0
1573051969 54 25 0
1573054522 55 25 0
1573054523 55 26 0
1573054574 56 26 0
1573054620 56 27 0
1573054664 56 28 0
1573068158 56 29 0
1573078254 57 29 0
1573078260 58 29 0
1573078542 58 29 1
1573082116 58 30 1
1573082121 58 31 1
1573083803 58 32 1
1573085363 59 32 1
1573086112 60 32 1
1573086136 61 32 1
1573090156 62 32 1
1573122110 62 32 2
1573124484 62 33 2
1573124504 62 34 2
1573127009 62 35 2
1573127031 63 35 2
1573127046 64 35 2
1573128552 64 36 2
1573128561 64 37 2
1573128564 64 38 2
1573129627 64 39 2
1573129699 65 39 2
1573129704 66 39 2
1573130394 66 40 2
1573131648 67 40 2
1573131771 68 40 2
1573132348 68 41 2
1573132353 68 42 2
1573133522 69 42 2
1573133557 69 43 2
1573133685 69 44 2
1573133750 70 44 2
1573133850 71 44 2
1573133855 72 44 2
1573134276 72 44 3
1573134733 72 45 3
1573134756 72 46 3
1573134763 73 46 3
1573134773 73 46 4
1573134778 74 46 4
1573134945 75 46 4
