1571314898 2 0 0
1571431946 48 0 0
1571495038 6440 0 0
1571614151 6511 0 0
1571765866 53813 0 0
1571865029 53831 0 0
1571867918 53840 0 0
1571912453 53840 145 0
1571912995 53840 145 0
1571936630 57483 145 0
1571941856 57493 145 0
1571998205 57498 145 0
1572000671 210146 145 0
1572004086 210161 145 0
1572004165 210163 145 0
1572203981 518292 145 0
1572268569 518292 1023 0
1572268627 518292 1351 0
1572270942 518297 1351 0
1572343703 518297 1351 0
1572371053 518317 1351 0
1572428549 518317 1351 0
1572474941 518317 1471 0
1572527066 826448 1471 0
1572531056 827424 1471 0
1572531211 827424 1471 0
1572531506 827424 1471 0
1572717198 827450 1471 0
1572717440 827780 1471 0
1572717885 827780 1471 0
1572723400 827781 1471 0
1572824215 827802 1471 0
1572865239 827802 1826 0
1572874192 827802 5294 0
1572874232 827802 5342 0
1572874277 827802 5342 0
1572878989 827812 5342 0
1572889026 827833 5342 0
1572889055 827833 5342 0
1572895133 827938 5342 0
1572897709 827951 5342 0
1572897866 827951 5342 0
1572908567 828559 5342 0
1572908723 828559 5342 0
1572912917 828559 5422 0
1572958138 828568 5422 0
1572961080 828568 5422 0
1572962068 828568 9407 0
1572965799 828568 9421 0
1572965850 828573 9421 0
1572965885 828573 9421 0
1572970912 828573 9422 0
1572971460 828573 9454 0
1572972967 828848 9454 0
1572975061 828873 9454 0
1572986451 828873 9454 0
1572987230 828873 9458 0
1572992694 828873 9498 0
1572998861 832352 9498 0
1572999965 832366 9498 0
1573000028 832639 9498 0
1573000062 832816 9498 0
1573004336 833517 9498 0
1573004651 833524 9498 0
1573009185 833546 9498 0
1573012915 1034708 9498 0
1573012959 1034708 9498 0
1573013160 1034713 9498 0
1573013195 1034713 9498 0
1573038145 1034718 9498 0
1573045273 1034718 9712 0
1573045280 1034718 9712 0
1573051593 1034766 9712 0
1573051646 1034771 9712 0
1573051760 1034771 9712 0
1573051781 1034783 9712 0
1573051793 1034783 9983 0
1573051915 1034783 10048 0
1573051969 1034783 10048 0
1573054522 1034787 10048 0
1573054523 1034787 10054 0
1573054574 1034787 10054 0
1573054620 1034787 10056 0
1573054664 1034787 10056 0
1573068158 1034787 10070 0
1573078254 1034791 10070 0
1573078260 1034791 10070 0
1573078542 1034791 10070 0
1573082116 1034791 10097 0
1573082121 1034791 10097 0
1573083803 1034791 10122 0
1573085363 1034874 10122 0
1573086112 1034874 10122 0
1573086136 1034874 10122 0
1573090156 1034933 10122 0
1573122110 1034933 10122 231
1573124484 1034933 10129 231
1573124504 1034933 10129 231
1573127009 1034933 10131 231
1573127031 1034955 10131 231
1573127046 1034955 10131 231
1573128552 1034955 10131 231
1573128561 1034955 10131 231
1573128564 1034955 10131 231
1573129627 1034955 10138 231
1573129699 1034960 10138 231
1573129704 1034960 10138 231
1573130394 1034960 10151 231
1573131648 1034983 10151 231
1573131771 1034983 10151 231
1573132348 1034983 10186 231
1573132353 1034983 10186 231
1573133522 1039185 10186 231
1573133557 1039185 10201 231
1573133685 1039185 10201 231
1573133750 1039634 10201 231
1573133850 1039635 10201 231
1573133855 1039635 10201 231
1573134276 1039635 10201 231
1573134733 1039635 10207 231
1573134756 1039635 10207 231
1573134763 1039676 10207 231
1573134773 1039676 10207 245
1573134778 1039676 10207 245
1573134945 1039678 10207 245
